Freq.	V(vout_2)
1.00000000000000e+04,2.56765367323235e-05
1.02329299228075e+04,2.68826984065071e-05
1.04712854805090e+04,2.81453249666770e-05
1.07151930523761e+04,2.94670408890813e-05
1.09647819614318e+04,3.08505907807603e-05
1.12201845430196e+04,3.22988447544048e-05
1.14815362149688e+04,3.38148039054057e-05
1.17489755493953e+04,3.54016061263869e-05
1.20226443461741e+04,3.70625320779252e-05
1.23026877081238e+04,3.88010114311744e-05
1.25892541179417e+04,4.06206293515303e-05
1.28824955169313e+04,4.25251332271917e-05
1.31825673855641e+04,4.45184396850424e-05
1.34896288259165e+04,4.66046418128478e-05
1.38038426460288e+04,4.87880167381953e-05
1.41253754462275e+04,5.10730334272390e-05
1.44543977074593e+04,5.34643607765337e-05
1.47910838816821e+04,5.59668760307364e-05
1.51356124843621e+04,5.85856734451682e-05
1.54881661891248e+04,6.13260732800168e-05
1.58489319246111e+04,6.41936311165297e-05
1.62181009735893e+04,6.71941474354016e-05
1.65958690743756e+04,7.03336775267787e-05
1.69824365246174e+04,7.36185417260825e-05
1.73780082874937e+04,7.70553359255005e-05
1.77827941003892e+04,8.06509424151328e-05
1.81970085860998e+04,8.44125410267815e-05
1.86208713666287e+04,8.83476205437267e-05
1.90546071796325e+04,9.24639904613335e-05
1.94984459975804e+04,9.67697929769724e-05
1.99526231496888e+04,1.01273515236236e-04
2.04173794466953e+04,1.05984001870151e-04
2.08929613085404e+04,1.10910467761652e-04
2.13796208950223e+04,1.16062510942931e-04
2.18776162394955e+04,1.21450125789511e-04
2.23872113856834e+04,1.27083716229440e-04
2.29086765276777e+04,1.32974109172003e-04
2.34422881531992e+04,1.39132567895587e-04
2.39883291901949e+04,1.45570805521936e-04
2.45470891568503e+04,1.52300998376199e-04
2.51188643150958e+04,1.59335799261686e-04
2.57039578276886e+04,1.66688350521979e-04
2.63026799189538e+04,1.74372296803611e-04
2.69153480392691e+04,1.82401797424754e-04
2.75422870333816e+04,1.90791538253460e-04
2.81838293126445e+04,1.99556742954627e-04
2.88403150312660e+04,2.08713183410864e-04
2.95120922666638e+04,2.18277189251650e-04
3.01995172040201e+04,2.28265656238088e-04
3.09029543251359e+04,2.38696053275662e-04
3.16227766016837e+04,2.49586427956589e-04
3.23593656929628e+04,2.60955410172729e-04
3.31131121482591e+04,2.72822213694884e-04
3.38844156139202e+04,2.85206635307655e-04
3.46736850452531e+04,2.98129051175854e-04
3.54813389233575e+04,3.11610410002716e-04
3.63078054770101e+04,3.25672222626986e-04
3.71535229097172e+04,3.40336547443665e-04
3.80189396320560e+04,3.55625971272362e-04
3.89045144994280e+04,3.71563584901853e-04
3.98107170553496e+04,3.88172952730390e-04
4.07380277804112e+04,4.05478075836502e-04
4.16869383470335e+04,4.23503347458233e-04
4.26579518801592e+04,4.42273500209813e-04
4.36515832240165e+04,4.61813543861461e-04
4.46683592150962e+04,4.82148692660392e-04
4.57088189614874e+04,5.03304280933955e-04
4.67735141287197e+04,5.25305665698553e-04
4.78630092322637e+04,5.48178114641257e-04
4.89778819368445e+04,5.71946677983851e-04
5.01187233627271e+04,5.96636042303282e-04
5.12861383991363e+04,6.22270364359446e-04
5.24807460249771e+04,6.48873082690201e-04
5.37031796370251e+04,6.76466704585083e-04
5.49540873857623e+04,7.05072565686867e-04
5.62341325190347e+04,7.34710559310186e-04
5.75439937337155e+04,7.65398832206017e-04
5.88843655355587e+04,7.97153443180926e-04
6.02559586074356e+04,8.29987980623460e-04
6.16595001861480e+04,8.63913134556420e-04
6.30957344480191e+04,8.98936218521650e-04
6.45654229034654e+04,9.35060635854118e-04
6.60693448007594e+04,9.72285284763568e-04
6.76082975391980e+04,1.01060389563187e-03
6.91830970918934e+04,1.05000429369350e-03
7.07945784384136e+04,1.09046757924493e-03
7.24435960074988e+04,1.13196721697372e-03
7.41310241300915e+04,1.17446802507070e-03
7.58577575029181e+04,1.21792505385398e-03
7.76247116628689e+04,1.26228234263659e-03
7.94328234724279e+04,1.30747154247814e-03
8.12830516164096e+04,1.35341039118068e-03
8.31763771102668e+04,1.40000102559653e-03
8.51138038202373e+04,1.44712811484985e-03
8.70963589956077e+04,1.49465679634301e-03
8.91250938133742e+04,1.54243039484023e-03
9.12010839355906e+04,1.59026790281861e-03
9.33254300796988e+04,1.63796119817410e-03
9.54992586021432e+04,1.68527197311350e-03
9.77237220955807e+04,1.73192834536032e-03
9.99999999999996e+04,1.77762112012075e-03
1.02329299228075e+05,1.82199966816100e-03
1.04712854805090e+05,1.86466738177346e-03
1.07151930523760e+05,1.90517666707652e-03
1.09647819614318e+05,1.94302342663173e-03
1.12201845430196e+05,1.97764098226916e-03
1.14815362149688e+05,2.00839338286155e-03
1.17489755493952e+05,2.03456803671160e-03
1.20226443461741e+05,2.05536760221616e-03
1.23026877081238e+05,2.06990106406602e-03
1.25892541179416e+05,2.07717391557374e-03
1.28824955169313e+05,2.07607735958625e-03
1.31825673855640e+05,2.06537643256797e-03
1.34896288259165e+05,2.04369694708738e-03
1.38038426460288e+05,2.00951113797652e-03
1.41253754462275e+05,1.96112188671456e-03
1.44543977074592e+05,1.89664538658232e-03
1.47910838816820e+05,1.81399209826505e-03
1.51356124843620e+05,1.71084583159700e-03
1.54881661891247e+05,1.58464077358150e-03
1.58489319246111e+05,1.43253626637335e-03
1.62181009735892e+05,1.25138912069557e-03
1.65958690743755e+05,1.03772323036358e-03
1.69824365246174e+05,7.87696232505665e-04
1.73780082874937e+05,4.97062934672794e-04
1.77827941003891e+05,1.61135205306006e-04
1.81970085860997e+05,-2.25262003223048e-04
1.86208713666286e+05,-6.67838858613016e-04
1.90546071796324e+05,-1.17289347073607e-03
1.94984459975804e+05,-1.74736975635918e-03
1.99526231496887e+05,-2.39892080690662e-03
2.04173794466952e+05,-3.13597825798986e-03
2.08929613085403e+05,-3.96782820009192e-03
2.13796208950222e+05,-4.90469421283647e-03
2.18776162394954e+05,-5.95782815060971e-03
2.23872113856833e+05,-7.13960935491739e-03
2.29086765276776e+05,-8.46365301805485e-03
2.34422881531991e+05,-9.94492847389542e-03
2.39883291901948e+05,-1.15998882434748e-02
2.45470891568502e+05,-1.34466087159013e-02
2.51188643150957e+05,-1.55049433971122e-02
2.57039578276885e+05,-1.77966897100831e-02
2.63026799189537e+05,-2.03457703782265e-02
2.69153480392690e+05,-2.31784304674437e-02
2.75422870333815e+05,-2.63234511998551e-02
2.81838293126444e+05,-2.98123816805676e-02
2.88403150312659e+05,-3.36797896953329e-02
2.95120922666637e+05,-3.79635327377608e-02
3.01995172040200e+05,-4.27050504054991e-02
3.09029543251358e+05,-4.79496792600133e-02
3.16227766016836e+05,-5.37469911687494e-02
3.23593656929627e+05,-6.01511560335425e-02
3.31131121482589e+05,-6.72213296476735e-02
3.38844156139201e+05,-7.50220672056641e-02
3.46736850452530e+05,-8.36237627047184e-02
3.54813389233574e+05,-9.31031141120799e-02
3.63078054770099e+05,-1.03543613715257e-01
3.71535229097171e+05,-1.15036062508063e-01
3.80189396320559e+05,-1.27679106778481e-01
3.89045144994279e+05,-1.41579794240137e-01
3.98107170553495e+05,-1.56854146069865e-01
4.07380277804111e+05,-1.73627740066826e-01
4.16869383470333e+05,-1.92036298818914e-01
4.26579518801590e+05,-2.12226275241580e-01
4.36515832240164e+05,-2.34355426137788e-01
4.46683592150961e+05,-2.58593362518644e-01
4.57088189614873e+05,-2.85122063335961e-01
4.67735141287196e+05,-3.14136337036936e-01
4.78630092322636e+05,-3.45844213000405e-01
4.89778819368444e+05,-3.80467242517809e-01
5.01187233627270e+05,-4.18240686627369e-01
5.12861383991362e+05,-4.59413565912369e-01
5.24807460249770e+05,-5.04248545478002e-01
5.37031796370250e+05,-5.53021626901151e-01
5.49540873857621e+05,-6.06021618207672e-01
5.62341325190346e+05,-6.63549353100026e-01
5.75439937337154e+05,-7.25916631978369e-01
5.88843655355586e+05,-7.93444860016282e-01
6.02559586074354e+05,-8.66463361896994e-01
6.16595001861479e+05,-9.45307358975440e-01
6.30957344480189e+05,-1.03031560272427e+00
6.45654229034652e+05,-1.12182766836502e+00
6.60693448007592e+05,-1.22018092446260e+00
6.76082975391978e+05,-1.32570720769475e+00
6.91830970918932e+05,-1.43872924653865e+00
7.07945784384134e+05,-1.55955689260025e+00
7.24435960074986e+05,-1.68848323292772e+00
7.41310241300913e+05,-1.82578066994493e+00
7.58577575029179e+05,-1.97169706658135e+00
7.76247116628687e+05,-2.12645206173606e+00
7.94328234724276e+05,-2.29023366447782e+00
8.12830516164094e+05,-2.46319523364343e+00
8.31763771102666e+05,-2.64545294235605e+00
8.51138038202371e+05,-2.83708381443667e+00
8.70963589956075e+05,-3.03812440214482e+00
8.91250938133740e+05,-3.24857015300448e+00
9.12010839355904e+05,-3.46837548886357e+00
9.33254300796985e+05,-3.69745459428675e+00
9.54992586021430e+05,-3.93568288551415e+00
9.77237220955804e+05,-4.18289910713784e+00
9.99999999999993e+05,-4.43890798279031e+00
1.02329299228075e+06,-4.70348332964715e+00
1.04712854805089e+06,-4.97637153517134e+00
1.07151930523760e+06,-5.25729528859617e+00
1.09647819614318e+06,-5.54595745905598e+00
1.12201845430196e+06,-5.84204501655796e+00
1.14815362149688e+06,-6.14523290038155e+00
1.17489755493952e+06,-6.45518775104232e+00
1.20226443461740e+06,-6.77157143563116e+00
1.23026877081237e+06,-7.09404431111524e+00
1.25892541179416e+06,-7.42226818513493e+00
1.28824955169313e+06,-7.75590894816827e+00
1.31825673855640e+06,-8.09463886405675e+00
1.34896288259164e+06,-8.43813851737565e+00
1.38038426460288e+06,-8.78609842574899e+00
1.41253754462274e+06,-9.13822033286904e+00
1.44543977074592e+06,-9.49421820372554e+00
1.47910838816820e+06,-9.85381894751675e+00
1.51356124843620e+06,-1.02167628961028e+01
1.54881661891247e+06,-1.05828040669067e+01
1.58489319246110e+06,-1.09517102391136e+01
1.62181009735892e+06,-1.13232628711131e+01
1.65958690743755e+06,-1.16972568855822e+01
1.69824365246173e+06,-1.20735003466367e+01
1.73780082874936e+06,-1.24518140512266e+01
1.77827941003891e+06,-1.28320310545862e+01
1.81970085860997e+06,-1.32139961471519e+01
1.86208713666285e+06,-1.35975652980305e+01
1.90546071796323e+06,-1.39826050778917e+01
1.94984459975803e+06,-1.43689920721064e+01
1.99526231496887e+06,-1.47566122930861e+01
2.04173794466951e+06,-1.51453605991059e+01
2.08929613085402e+06,-1.55351401254136e+01
2.13796208950222e+06,-1.59258617321424e+01
2.18776162394954e+06,-1.63174434724336e+01
2.23872113856832e+06,-1.67098100832318e+01
2.29086765276776e+06,-1.71028925004248e+01
2.34422881531990e+06,-1.74966273993388e+01
2.39883291901947e+06,-1.78909567610649e+01
2.45470891568501e+06,-1.82858274646510e+01
2.51188643150956e+06,-1.86811909048538e+01
2.57039578276884e+06,-1.90770026348715e+01
2.63026799189536e+06,-1.94732220332755e+01
2.69153480392689e+06,-1.98698119942069e+01
2.75422870333814e+06,-2.02667386398010e+01
2.81838293126443e+06,-2.06639710537305e+01
2.88403150312658e+06,-2.10614810347244e+01
2.95120922666636e+06,-2.14592428688999e+01
3.01995172040199e+06,-2.18572331197538e+01
3.09029543251357e+06,-2.22554304346769e+01
3.16227766016835e+06,-2.26538153668850e+01
3.23593656929626e+06,-2.30523702117022e+01
3.31131121482588e+06,-2.34510788561728e+01
3.38844156139200e+06,-2.38499266410312e+01
3.46736850452529e+06,-2.42489002341080e+01
3.54813389233573e+06,-2.46479875143024e+01
3.63078054770098e+06,-2.50471774653075e+01
3.71535229097169e+06,-2.54464600783206e+01
3.80189396320558e+06,-2.58458262630280e+01
3.89045144994277e+06,-2.62452677661975e+01
3.98107170553494e+06,-2.66447770972629e+01
4.07380277804109e+06,-2.70443474603257e+01
4.16869383470332e+06,-2.74439726920454e+01
4.26579518801589e+06,-2.78436472049284e+01
4.36515832240162e+06,-2.82433659355614e+01
4.46683592150959e+06,-2.86431242973748e+01
4.57088189614871e+06,-2.90429181375507e+01
4.67735141287194e+06,-2.94427436977222e+01
4.78630092322634e+06,-2.98425975781409e+01
4.89778819368442e+06,-3.02424767050132e+01
5.01187233627268e+06,-3.06423783007327e+01
5.12861383991360e+06,-3.10422998567576e+01
5.24807460249768e+06,-3.14422391089045e+01
5.37031796370248e+06,-3.18421940148462e+01
5.49540873857620e+06,-3.22421627336228e+01
5.62341325190344e+06,-3.26421436069887e+01
5.75439937337152e+06,-3.30421351424353e+01
5.88843655355584e+06,-3.34421359977407e+01
6.02559586074352e+06,-3.38421449669128e+01
6.16595001861477e+06,-3.42421609674029e+01
6.30957344480187e+06,-3.46421830284762e+01
6.45654229034650e+06,-3.50422102806376e+01
6.60693448007590e+06,-3.54422419460191e+01
6.76082975391976e+06,-3.58422773296422e+01
6.91830970918930e+06,-3.62423158114791e+01
7.07945784384131e+06,-3.66423568392395e+01
7.24435960074983e+06,-3.70423999218196e+01
7.41310241300911e+06,-3.74424446233528e+01
7.58577575029177e+06,-3.78424905578098e+01
7.76247116628684e+06,-3.82425373840967e+01
7.94328234724274e+06,-3.86425848016080e+01
8.12830516164092e+06,-3.90426325461923e+01
8.31763771102663e+06,-3.94426803864950e+01
8.51138038202368e+06,-3.98427281206419e+01
8.70963589956072e+06,-4.02427755732342e+01
8.91250938133737e+06,-4.06428225926268e+01
9.12010839355901e+06,-4.10428690484634e+01
9.33254300796982e+06,-4.14429148294450e+01
9.54992586021427e+06,-4.18429598413114e+01
9.77237220955801e+06,-4.22430040050154e+01
9.99999999999990e+06,-4.26430472550725e+01
1.02329299228074e+07,-4.30430895380699e+01
1.04712854805089e+07,-4.34431308113197e+01
1.07151930523760e+07,-4.38431710416441e+01
1.09647819614317e+07,-4.42432102042789e+01
1.12201845430195e+07,-4.46432482818863e+01
1.14815362149687e+07,-4.50432852636645e+01
1.17489755493952e+07,-4.54433211445468e+01
1.20226443461740e+07,-4.58433559244822e+01
1.23026877081237e+07,-4.62433896077872e+01
1.25892541179415e+07,-4.66434222025657e+01
1.28824955169312e+07,-4.70434537201879e+01
1.31825673855639e+07,-4.74434841748233e+01
1.34896288259164e+07,-4.78435135830239e+01
1.38038426460287e+07,-4.82435419633503e+01
1.41253754462274e+07,-4.86435693360399e+01
1.44543977074591e+07,-4.90435957227094e+01
1.47910838816819e+07,-4.94436211460916e+01
1.51356124843619e+07,-4.98436456298014e+01
1.54881661891247e+07,-5.02436691981280e+01
1.58489319246110e+07,-5.06436918758519e+01
1.62181009735891e+07,-5.10437136880834e+01
1.65958690743754e+07,-5.14437346601203e+01
1.69824365246173e+07,-5.18437548173238e+01
1.73780082874936e+07,-5.22437741850095e+01
1.77827941003890e+07,-5.26437927883534e+01
1.81970085860996e+07,-5.30438106523097e+01
1.86208713666285e+07,-5.34438278015411e+01
1.90546071796323e+07,-5.38438442603584e+01
1.94984459975802e+07,-5.42438600526696e+01
1.99526231496886e+07,-5.46438752019375e+01
2.04173794466951e+07,-5.50438897311437e+01
2.08929613085402e+07,-5.54439036627603e+01
2.13796208950221e+07,-5.58439170187260e+01
2.18776162394953e+07,-5.62439298204285e+01
2.23872113856832e+07,-5.66439420886908e+01
2.29086765276775e+07,-5.70439538437613e+01
2.34422881531990e+07,-5.74439651053081e+01
2.39883291901946e+07,-5.78439758924161e+01
