Freq.	V(vout_1)	V(vout_2)
1.00000000000000e+04,-4.34245794792669e-04,3.77664929119203e-04
1.02329299228075e+04,-4.54710097263065e-04,3.95460598969448e-04
1.04712854805090e+04,-4.76138749243961e-04,4.14094650907697e-04
1.07151930523761e+04,-4.98577189155427e-04,4.33606567522992e-04
1.09647819614318e+04,-5.22072995906979e-04,4.54037689338810e-04
1.12201845430196e+04,-5.46675989673658e-04,4.75431302131958e-04
1.14815362149688e+04,-5.72438337430173e-04,4.97832728291182e-04
1.17489755493953e+04,-5.99414663434871e-04,5.21289422463664e-04
1.20226443461741e+04,-6.27662164923871e-04,5.45851071710506e-04
1.23026877081238e+04,-6.57240733222737e-04,5.71569700315073e-04
1.25892541179417e+04,-6.88213080587318e-04,5.98499779494108e-04
1.28824955169313e+04,-7.20644872968799e-04,6.26698342259476e-04
1.31825673855641e+04,-7.54604869056274e-04,6.56225103628195e-04
1.34896288259165e+04,-7.90165065833612e-04,6.87142586449669e-04
1.38038426460288e+04,-8.27400850981040e-04,7.19516253124701e-04
1.41253754462275e+04,-8.66391162445300e-04,7.53414643450272e-04
1.44543977074593e+04,-9.07218655491779e-04,7.88909518906854e-04
1.47910838816821e+04,-9.49969877641893e-04,8.26076013674046e-04
1.51356124843621e+04,-9.94735451766109e-04,8.64992792679446e-04
1.54881661891248e+04,-1.04161026784819e-03,9.05742217008647e-04
1.58489319246111e+04,-1.09069368369731e-03,9.48410517015640e-04
1.62181009735893e+04,-1.14208973510671e-03,9.93087973511279e-04
1.65958690743756e+04,-1.19590735589152e-03,1.03986910732431e-03
1.69824365246174e+04,-1.25226060821800e-03,1.08885287771631e-03
1.73780082874937e+04,-1.31126892378019e-03,1.14014288999465e-03
1.77827941003892e+04,-1.37305735626683e-03,1.19384761276380e-03
1.81970085860998e+04,-1.43775684567322e-03,1.25008060522798e-03
1.86208713666287e+04,-1.50550449501099e-03,1.30896075505216e-03
1.90546071796325e+04,-1.57644386000602e-03,1.37061252722270e-03
1.94984459975804e+04,-1.65072525233761e-03,1.43516622442363e-03
1.99526231496888e+04,-1.72850605713174e-03,1.50275825941498e-03
2.04173794466953e+04,-1.80995106529764e-03,1.57353144003252e-03
2.08929613085404e+04,-1.89523282143250e-03,1.64763526730598e-03
2.13796208950223e+04,-1.98453198803444e-03,1.72522624728673e-03
2.18776162394955e+04,-2.07803772673784e-03,1.80646821728328e-03
2.23872113856834e+04,-2.17594809741037e-03,1.89153268702878e-03
2.29086765276777e+04,-2.27847047589046e-03,1.98059919556029e-03
2.34422881531992e+04,-2.38582199128506e-03,2.07385568442091e-03
2.39883291901949e+04,-2.49822998368866e-03,2.17149888797445e-03
2.45470891568503e+04,-2.61593248329350e-03,2.27373474155366e-03
2.51188643150958e+04,-2.73917871188121e-03,2.38077880824292e-03
2.57039578276886e+04,-2.86822960770264e-03,2.49285672510293e-03
2.63026799189538e+04,-3.00335837489402e-03,2.61020466972621e-03
2.69153480392691e+04,-3.14485105846027e-03,2.73306984793788e-03
2.75422870333816e+04,-3.29300714611191e-03,2.86171100364514e-03
2.81838293126445e+04,-3.44814019811429e-03,2.99639895175439e-03
2.88403150312660e+04,-3.61057850647262e-03,3.13741713512118e-03
2.95120922666638e+04,-3.78066578480124e-03,3.28506220662522e-03
3.01995172040201e+04,-3.95876189027988e-03,3.43964463740074e-03
3.09029543251359e+04,-4.14524357915609e-03,3.60148935233276e-03
3.16227766016837e+04,-4.34050529735453e-03,3.77093639400622e-03
3.23593656929628e+04,-4.54496000779313e-03,3.94834161624371e-03
3.31131121482591e+04,-4.75904005605182e-03,4.13407740849933e-03
3.38844156139202e+04,-4.98319807618947e-03,4.32853345241094e-03
3.46736850452531e+04,-5.21790793850506e-03,4.53211751175553e-03
3.54813389233575e+04,-5.46366574115723e-03,4.74525625723303e-03
3.63078054770101e+04,-5.72099084762913e-03,4.96839612747617e-03
3.71535229097172e+04,-5.99042697212178e-03,5.20200422768469e-03
3.80189396320560e+04,-6.27254331504465e-03,5.44656926743874e-03
3.89045144994280e+04,-6.56793575083247e-03,5.70260253919564e-03
3.98107170553496e+04,-6.87722807049753e-03,5.97063893900853e-03
4.07380277804112e+04,-7.20107328130632e-03,6.25123803118857e-03
4.16869383470335e+04,-7.54015496621172e-03,6.54498515842650e-03
4.26579518801592e+04,-7.89518870564806e-03,6.85249259917531e-03
4.36515832240165e+04,-8.26692356449944e-03,7.17440077398483e-03
4.46683592150962e+04,-8.65614364714395e-03,7.51137950253003e-03
4.57088189614874e+04,-9.06366972355316e-03,7.86412931312614e-03
4.67735141287197e+04,-9.49036092962803e-03,8.23338280662490e-03
4.78630092322637e+04,-9.93711654501250e-03,8.61990607637704e-03
4.89778819368445e+04,-1.04048778517819e-02,9.02450018625545e-03
5.01187233627271e+04,-1.08946300775564e-02,9.44800270852768e-03
5.12861383991363e+04,-1.14074044267096e-02,9.89128932342243e-03
5.24807460249771e+04,-1.19442802034769e-02,1.03552754823059e-02
5.37031796370251e+04,-1.25063870309608e-02,1.08409181362748e-02
5.49540873857623e+04,-1.30949071701207e-02,1.13492175319275e-02
5.62341325190347e+04,-1.37110779430588e-02,1.18812190761778e-02
5.75439937337155e+04,-1.43561942650098e-02,1.24380152717198e-02
5.88843655355587e+04,-1.50316112896555e-02,1.30207477248739e-02
6.02559586074356e+04,-1.57387471725422e-02,1.36306092272889e-02
6.16595001861480e+04,-1.64790859575025e-02,1.42688459129788e-02
6.30957344480191e+04,-1.72541805912579e-02,1.49367594919927e-02
